MFL_Code,Facility_Name,County,SubCounty,Owner,Latitude,Longitude
12031,Gatimbi Health Centre,Meru,Imenti Central,Ministry of Health,-0.0106,37.6603
14044,Riakworo Dispensary,Nyamira,Masaba North,Christian Health Association of Kenya,-0.6919,34.9921
18426,Siala Kaduol,Siaya,Gem,Ministry of Health,0.001,34.46
15866,Ebusiratsi Health Centre,Vihiga,Emuhaya,Ministry of Health,0.0794,34.6344
17065,GK Kangeta,Meru,Igembe Central,Ministry of Health,0.2843,37.8849
14005,Ouya Dispensary,Siaya,Bondo,Ministry of Health,-0.1884,34.2453
20700,Keeping alive Society Hope,Kisumu,Kisumu Central,Non-Governmental Organizations,-0.083,34.7764
14237,Barsaloi GK Dispensary,Samburu,Samburu North,Ministry of Health,1.4362,36.8419
16749,Partners In Prevention,Kiambu,Thika Town,Non-Governmental Organizations,-1.02794,37.0685
12919,Dog Unit Dispensary (O P Kenya Police),Nairobi,Langata,Other Public Institution,-1.32213,36.77173
13585,Godbura Health Centre,Homa Bay,Suba South,Ministry of Health,-0.7223,34.0852
18212,Kenya Ports Authority Staff Clinic,Mombasa,Mvita,Parastatal,-4.05,39.6503
14508,Gilgil Astu Dispensary,Nakuru,Gilgil,Ministry of Health,-0.472,36.3346
17362,St Angela Melici Health Centre,Kiambu,Kabete,Other Faith Based,-1.168864,36.826319
16683,Kuresoi Health Centre,Nakuru,Kuresoi North,Ministry of Health,-0.3019,35.5321
12793,Thanantu Faith Hospital,Tharaka-Nithi,Tharaka North,Private Enterprise (Institution),0.0059,37.9539
18658,Mundoro Community Dispensary,Kiambu,Gatundu South,Community Development Fund,-1.168864,36.826319
16762,Emusanda Health Centre,Kakamega,Lurambi,Ministry of Health,0.2931,34.6471
11794,Silaloni Dispensary,Kwale,Kinango,Ministry of Health,-3.968514,39.54447
11392,Giriama Mission Dispensary,Kilifi,Kaloleni,Kenya Episcopal Conference-Catholic Secretariat,-3.968514,39.54447
14224,Bahati District Hospital,Nakuru,Nakuru North,Ministry of Health,-0.17031,36.12368
13499,Bar Olengo Dispensary,Siaya,Alego Usonga,Ministry of Health,0.0152,34.2108
12584,Mutembuku Dispensary,Makueni,Mbooni,Ministry of Health,-1.801198,37.708151
14717,Kapkimolwa Dispensary,Bomet,Bomet East,Ministry of Health,-0.918432,35.299013
12965,Guru Nanak Hospital,Nairobi,Starehe,Private Enterprise (Institution),-0.7611,34.8574
20491,Junda Dispensary,Mombasa,Kisauni,Ministry of Health,-3.8201905,39.78328262
10587,Kigumo Health Centre,Kiambu,Githunguri,Ministry of Health,-1.0344,36.8325
11553,AIC Malanga,Kilifi,Ganze,Christian Health Association of Kenya,-3.247,39.7918
23323,Mvindeni Dispensary,Kwale,Msambweni,Ministry of Health,-4.3174572,38.54519792
13926,Nyangiela Sub District Hospital,Homa Bay,Rachuonyo South,Ministry of Health,-0.5395,34.7072
18009,Algadir Medical Centre,Nakuru,Nakuru East,Ministry of Health,-0.2991,36.0677
11769,Sangekoro Dispensary,Taita Taveta,Wundanyi,Ministry of Health,-3.013948,38.211341
14373,Cheptongei Health Centre,Elgeyo Marakwet,Marakwet West,Ministry of Health,0.9409,35.5163
13619,Iraha Dispensary,Migori,Kuria West,Ministry of Health,-0.931723,34.568456
13635,Jevros Clinic,Migori,Awendo,Private Practice - Nurse / Midwifery,-0.8624566,34.5653748
12805,Tseikuru Sub-District Hospital,Kitui,Mwingi North,Ministry of Health,-0.3187,38.2211
11397,Shimo Borstal Dispensary (GK Prison),Mombasa,Mombasa,Ministry of Health,-3.9631,39.7336
14549,Holy Spirit Health Centre,Nakuru,Gilgil,Ministry of Health,-0.5016,36.3197
15816,Bujumba Dispensary,Busia,Butula,Other Faith Based,0.4608,34.1073
15947,Kimaeti Health Centre,Bungoma,Bumula,Ministry of Health,0.6044,34.4075
14167,Viagenco Medical Center,Homa Bay,Suba North,Non-Governmental Organizations,-0.4747,34.2865
13507,Bondo County Referral  Hospital,Siaya,Bondo,Ministry of Health,-0.0932,34.2745
18744,Premium Health services,Nairobi,Embakasi North,Private Enterprise (Institution),-1.292066,36.821946
12450,Makadara Health Care,Machakos,Athi River,Private Enterprise (Institution),-1.468774,37.732655
15026,lemotit Dispensary,Kericho,Kipkelion East,Ministry of Health,-0.1214379,35.5194077
14101,St Akidiva Memorial Hospital,Migori,Awendo,Private Practice - Nurse / Midwife,-1.0954761,34.4517249
14679,Kamwingi Dispensary,Kericho,Kipkelion East,Ministry of Health,-0.1682,35.4484
10489,Karatu health centre,Kiambu,Gatundu South,Ministry of Health,-0.945,36.8267
14132,Sulwe Clinic,Homa Bay,Rachuonyo South,Private Enterprise (Institution),-0.5064,34.7368
17191,Murindoku Dispensary,Nakuru,Kuresoi North,Ministry of Health,-0.283028,36.075022
13614,Igena-Itambe Dispensary,Nyamira,Nyamira,Ministry of Health,-0.63707,34.91642
14857,Kibwareng Health Centre,Nandi,Aldai,Ministry of Health,0.0111,34.9537
14175,Yala Sub County Hospital,Siaya,Gem,Ministry of Health,0.101,34.5375
12569,Mulutu Mission Dispensary,Kitui,Kitui Central,Other Faith Based,-1.3522,37.9502
16104,Shamakhubu Health Centre,Kakamega,Shinyalu,Ministry of Health,0.2647,34.8279
13521,Chemelil GOK Dispensary,Kisumu,Muhoroni,Ministry of Health,-0.1073,35.1085
13890,Nyalunya Health Centre,Kisumu,Kisumu East,Ministry of Health,-0.1175,34.8092
13173,Reuben Mukuru Health Centre,Nairobi,Embakasi South,Kenya Episcopal Conference-Catholic Secretariat,-1.316,36.8695
16272,Mugabo Dispensary,Migori,Nyatike,Ministry of Health,None,None
13782,Maseno University Health centre,Kisumu,Kisumu West,Parastatal,-0.0015,34.6107
22003,Chebukutumi Dispensary,Bungoma,Sirisia,Ministry of Health,None,None
11843,Tawfiq Muslim Hospital,Kilifi,Malindi,Supreme Council for Kenya Muslims,-3.2208,40.1129
20364,Ringa Dispensary,Homa Bay,Rachuonyo East,Kenya Episcopal Conference-Catholic Secretariat,-0.4746,34.8515
12457,Makueni County Referral Hospital,Makueni,Makueni,Ministry of Health,-1.7836,37.6284
10940,Plainsview Nursing Home,Kiambu,Ruiru,Private Practice - General Practitioner,-1.168864,36.826319
26816,Kyumbi CHS Dice,Machakos,Athi River,Non Governmental organisation,-1.5376,37.1352
14051,Rigoma Dispensary,Nyamira,Masaba North,Ministry of Health,-0.6814,34.9535
10828,Ndakaini Dispensary,Murang'a,Gatanga,Ministry of Health,-0.8265,36.8365
14632,Kabunyeria Health Centre,Nandi,Tinderet,Ministry of Health,0.0379,35.2724
17106,Kangonde Health Centre,Machakos,Masinga,Ministry of Health,-1.468774,37.732655
13522,Chemelil Sugar Health Centre,Kisumu,Muhoroni,Company Medical Service,-0.029384,34.494442
10256,Gikui Health Centre,Murang'a,Murang'a West,Ministry of Health,-0.6766,37.014
15322,Ndanai,Bomet,Sotik,Ministry of Health,-0.8433,35.0929
13576,Giribe Dispensary,Migori,Suna West,Ministry of Health,-1.1022,34.2894
15277,Nairagie-Enkare Health Centre,Narok,Narok East,Ministry of Health,-1.0466,36.1628
12282,Kibirichia Sub-District Hospital,Meru,Buuri,Ministry of Health,0.1101,37.5136
13731,Lambwe Dispensary,Homa Bay,Suba North,Ministry of Health,-0.5559,34.3254
13126,Njiru Dispensary,Nairobi,Kasarani,Local Authority,-1.247,36.9391
13116,Nairobi West Men's Prison Dispensary,Nairobi,Langata,Ministry of Health,-1.3187,36.8101
15014,Latakweny Health Centre,Samburu,Samburu North,Ministry of Health,0.865298,36.452774
14799,Kapyemit Dispensary,Uasin Gishu,Turbo,Ministry of Health,0.5845,35.2247
17733,Bahati Medical Clinic Migori,Migori,Suna West,Private Practice - General Practitioner,-1.0682,34.4692
13628,Itibo Mission Health Centre,Nyamira,Nyamira North,Christian Health Association of Kenya,-0.560304,34.927533
13090,Metropolitan Hospital Nairobi,Nairobi,Makadara,Private Enterprise (Institution),-1.2879,36.8749
15059,Lokichogio (AIC) Health Centre,Turkana,Turkana West,Christian Health Association of Kenya,4.2127,34.2429
13927,Nyangoge Health Centre,Migori,Kuria West,Ministry of Health,-0.931723,34.568456
13828,Msare Health Centre,Homa Bay,Suba South,Ministry of Health,-0.5919,34.1878
13189,SOS Childrens Village,Nairobi,Embakasi West,Non-Governmental Organizations,-1.2684,36.8784
28630,St. Crispin Afya Hospital ,Kajiado,Kajiado Central,Private Practice,-1.8448944,36.78327632
10263,Githiga Health Centre,Kiambu,Githunguri,Ministry of Health,-1.083,36.7462
12426,Lewa Downs Dispensary,Meru,Buuri,Private Enterprise (Institution),0.1885,37.4642
12406,Kyangunga Health Centre,Kitui,Kitui Central,Ministry of Health,-1.47474,38.01118
15311,Narok County Referral Hospital,Narok,Narok North,Ministry of Health,-1.0858,35.8668
11303,King'orani Prison Dispensary,Mombasa,Mvita,Ministry of Health,-4.0513,39.6576
14575,Industrial Area Dispensary,Nakuru,Nakuru West,Ministry of Health,-0.2803,36.0429
13095,Moi Airbase Hospital,Nairobi,Kamukunji,Armed Forces,-1.265599,36.859758
21366,Nakiria Dispensary,Turkana,Turkana Central,Ministry of Health,3.551716,35.8333926
13468,Ahero County Hospital,Kisumu,Nyando,Ministry of Health,-0.1732,34.9237
16006,Matioli Dispensary,Kakamega,Lurambi,Ministry of Health,0.36881,34.71162
10974,Ruiru Hospital Limited,Kiambu,Ruiru,Private Enterprise (Institution),-1.168864,36.826319
13798,Mbita DH,Homa Bay,Suba North,Ministry of Health,-0.4225,34.2082
10435,Kaiyaba Dispensary,Nyeri,Mathira West,Ministry of Health,-0.426167,36.934726
16968,Mbuini Dispensary,Makueni,Kaiti,Ministry of Health,-1.801198,37.708151
20397,Dr. K.Gicheru Upperhill Centre,Nairobi,Dagoretti North,Private Practice - General Practitioner,-1.2966504,36.80753962
12374,Kiu (AIC) Dispensary,Makueni,Kilome,Christian Health Association of Kenya,-1.8992,37.1634
14379,Cherangany Sub County Hospital,Trans Nzoia,Cherangany,Ministry of Health,0.9782,35.2202
13729,Kwoyo Kodalo Dispensary,Migori,Awendo,Ministry of Health,-0.7673,34.5595
14792,Kaptumo Sub-County Hospital,Nandi,Aldai,Ministry of Health,0.0703,35.0763
15896,Iduku Dispensary,Vihiga,Vihiga,Ministry of Health,0.095981,34.739828
11615,Mikindani Medical Clinic,Mombasa,Jomvu,Private Enterprise (Institution),-4.0036,39.6299
20167,Pesi Medical Centre,Busia,Teso South,Private Practice - Medical Specialist,0.4568318,34.1210058
16118,Shisaba Dispensary,Kakamega,Butere,Ministry of Health,0.2364,34.5575
11859,Tsangatsini Dispensary,Kilifi,Kaloleni,Ministry of Health,-3.7224,39.4575
16060,Nadanya Dispensary,Vihiga,Sabatia,Ministry of Health,0.095981,34.739828
13948,Nyenye Misori Dispensary,Siaya,Bondo,Ministry of Health,-0.1014,34.0687
16467,Mbeere District Hospital,Embu,Mbeere North,Ministry of Health,-0.5768,37.6427
15351,Ngong Sub-County Hospital,Kajiado,Kajiado North,Ministry of Health,-1.3652,36.6542
10820,Nandarasi Dispensary,Nyandarua,Kinangop,Ministry of Health,-0.5118,36.585
22804,Tewe Dispensary,Lamu,Lamu West,Ministry of Health,-2.2695347,40.8821684
13258,Westlands Health Centre,Nairobi,Westlands,Local Authority,-1.2607,36.7998
14769,Kapsoya Health Centre,Uasin Gishu,Ainabkoi,Ministry of Health,0.5146,35.3007
18676,Mastoo Dispensary,Nyandarua,Ndaragwa,Ministry of Health,-0.199985,36.375003
18115,St Basil's Catholic Dispensary,Embu,Manyatta,Kenya Episcopal Conference-Catholic Secretariat,-0.4293,37.4439
22372,Kerugoya Fortis Medical and Cancer Centre,Kirinyaga,Kirinyaga Central,Private Practice - Nurse / Midwifery,-0.48971,37.27915
15145,Marura Dispensary,Laikipia,Laikipia North,Ministry of Health,0.2555,36.225
16280,Kenyerere Health Centre (Nyamira),Nyamira,Nyamira,Ministry of Health,-0.621,34.9717
16361,Bikeke Health Centre,Trans Nzoia,Kiminini,Ministry of Health,1.0001,35.0579
16982,Mongorisi Health Centre,Nyamira,Nyamira,Ministry of Health,-0.560304,34.927533
15361,Nkama Dispensary,Kajiado,Loitokitok,Ministry of Health,-1.558724,36.478973
13834,Mulaha Dispensary,Siaya,Alego Usonga,Ministry of Health,0.0297,34.1562
10112,Don Bosco Catholic Dispensary,Murang'a,Murang'a south,Kenya Episcopal Conference-Catholic Secretariat,-0.9084,37.1974
13613,Igare Medical Clinic,Kisii,Bobasi,Private Enterprise (Institution),-0.675747,34.771766
17518,Masogo Dispensary (Gem),Siaya,Gem,Ministry of Health,0.0814,34.4554
10279,Gitugi Dispensary (Muranga North),Murang'a,Murang'a south,Ministry of Health,-0.656,37.0255
15870,Ekwanda Health Centre,Vihiga,Luanda,Ministry of Health,0.0141,34.5713
16059,Nabongo Dispensary,Kakamega,Lurambi,Community,0.2847,34.7454
12476,Masinga Sub County Hospital,Machakos,Masinga,Ministry of Health,-0.9774,37.6057
14183,AAR Nakuru Clinic,Nakuru,Nakuru West,Non-Governmental Organizations,-0.23285,36.04388
15318,Ndabibi Dispensary,Nakuru,Naivasha,Ministry of Health,-0.7114,36.2185
22162,Galaxy Hospital,Isiolo,Isiolo,Private Practice - General Practitioner,0.3532081,37.579719
18321,Got Osimbo Dispensary,Siaya,Ugunja,Ministry of Health,0.185,34.3041
11679,Mvita Dispensary,Mombasa,Mvita,Local Authority,-4.0513,39.6577
13115,Nairobi West Hospital,Nairobi,Langata,Private Enterprise (Institution),-1.292066,36.821946
17150,Malaha Dispensary,Kakamega,Mumias East,Ministry of Health,0.35522,34.61352
11487,Kisauni Medical Clinic,Kilifi,Kilifi North,Private Enterprise (Institution),-3.6274,39.8522
20773,Kalokol Dispensary,Turkana,Turkana Central,Ministry of Health,3.5293581,35.8604179
12045,GK Prison Dispensary (Embu),Embu,Manyatta,Ministry of Health,-0.5501,37.4673
14569,Iltilal Health Centre,Kajiado,Loitokitok,Ministry of Health,-2.2938836,37.0279254
17515,Oding Dispensary,Siaya,Gem,Ministry of Health,0.0224,34.4995
13987,Ong'ielo Health Centre,Siaya,Rarieda,Ministry of Health,-0.1688,34.3778
10687,Maragua Ridge Health Centre,Murang'a,Murang'a south,Ministry of Health,-0.7777,37.2088
14016,Ponge Dispensary (Mbita),Homa Bay,Suba North,Ministry of Health,-0.5207,34.2675
12686,NYS Dispensary (Mavoloni),Machakos,Yatta,Ministry of Health,-1.0817,37.4292
15880,Equator Nursing and Maternity Home,Vihiga,Luanda,Private Practice - Unspecified,0.095981,34.739828
14091,Simenya Health Centre,Siaya,Ugunja,Ministry of Health,0.1568,34.3643
13740,Lwala Community Hospital,Migori,Rongo,Community,-0.6779,34.6089
13725,Kunya Dispensary,Siaya,Rarieda,Ministry of Health,-0.2858,34.3994
16391,Korao Dispensary,Nakuru,Kuresoi South,Ministry of Health,-0.47666,35.58496
18870,Optimum Care Medical,Mombasa,Mvita,Private Practice - General Practitioner,-4.0654,39.6717
16046,Munyuki Dispensary,Kakamega,Lugari,Ministry of Health,0.281349,34.751401
28742,Swop Majengo,Nairobi,Kamukunji,Ministry of Health,-1.2863,36.8417
20063,Hoymas VCT (Nairobi),Nairobi,Starehe,Non-Governmental Organizations,-1.265,36.8367
12047,GK Kitui,Kitui,Kitui Central,Ministry of Health,-1.3656,38.0119
12077,Ikanga Sub county Hospital,Kitui,Kitui South,Ministry of Health,-1.7262,38.0719
18531,Koywech Dispensary,Homa Bay,Rachuonyo South,Ministry of Health,-0.4476,34.728
11903,Wenje Dispensary,Tana River,Galole,Ministry of Health,-1.7881195,40.10087582
15776,Wei Dispensary,Nakuru,Subukia,Ministry of Health,-0.283028,36.075022
20029,Sindo DICE,Homa Bay,Suba South,Non-Governmental Organizations,-0.55,34.13
10520,Kerugoya District Hospital,Kirinyaga,Kirinyaga Central,Ministry of Health,-0.5044,37.2807
11990,Dukana Health Centre (North Horr),Marsabit,North Horr,Ministry of Health,3.99819,37.27031
21489,Awach Health Centre,Homa Bay,Rachuonyo East,Ministry of Health,None,None
17077,Roka Dispensary,Tana River,Bura,Ministry of Health,-3.4375407,39.90505351
15560,Shompole Health Centre,Kajiado,Kajiado West,Ministry of Health,-1.558724,36.478973
10248,Giathanini Dispensary,Murang'a,Gatanga,Ministry of Health,-1.168864,36.826319
14082,Sibuoche Dispensary,Migori,Uriri,Ministry of Health,-0.9649,34.3752
20839,Impact Health Care,Nakuru,Nakuru North,Faith Based Organization,-0.2587,36.1077
17298,Lukohe Health Centre,Kakamega,Butere,Ministry of Health,0.281349,34.751401
14377,Cheramei Dispensary,Uasin Gishu,Turbo,Ministry of Health,0.6077,35.1458
17477,Kaitese Dispensary,Turkana,Loima,Ministry of Health,0.865298,36.452774
13240,Umoja Health Centre,Nairobi,Embakasi West,Local Authority,-1.2822,36.8876
12769,St Orsola Mission Hospital,Tharaka-Nithi,Tharaka South,Christian Health Association of Kenya,-0.3162,37.9003
21246,Kodula Dispensary,Homa Bay,Karachuonyo,Ministry of Health,None,None
20271,Mbuvo Health Centre,Makueni,Makueni,Ministry of Health,-1.91304,37.73172
12153,Kalimani Disensary,Kitui,Kitui West,Ministry of Health,-1.33947,37.94494
14000,Othach Dispensary,Siaya,Bondo,Ministry of Health,-0.0506,34.207
18762,Langata Health centre (Ruiru),Kiambu,Ruiru,Ministry of Health,-1.2194,36.9398
22999,Kituni Dispensary,Bungoma,Webuye West,Ministry of Health,None,None
11636,Mnarani Dispensary,Kilifi,Kilifi North,Ministry of Health,-3.644,39.8393
13856,Nightingale Medical Centre,Kisumu,Kisumu Central,Private Enterprise (Institution),-0.0832,34.7728
13523,Chepngombe Health Centre,Nyamira,Borabu,Ministry of Health,-0.8393,35.0036
16380,Namocha Olepolos Dispensary,Nakuru,Naivasha,Ministry of Health,-0.283028,36.075022
11937,Athi River Medical Services,Machakos,Athi River,Private Enterprise (Institution),-1.468774,37.732655
12328,Kionyo Dispensary (Imenti South),Meru,Imenti South,Ministry of Health,-0.11801,37.59615
20114,Mosocho Market Dispensary,Kisii,Kitutu Chache South,Ministry of Health,-0.6488,36.4893
11069,St Teresa Catholic Dispensary,Kirinyaga,Kirinyaga North/Mwea West,Kenya Episcopal Conference-Catholic Secretariat,-0.735,37.3772
12905,Coptic Hospital (Ngong Road),Nairobi,Dagoretti North,Coptic Orthodox Church,-1.301,36.7977
15062,Lokitaung Sub County Hospital,Turkana,Turkana North,Ministry of Health,4.2623,35.7543
14019,Rabondo Dispensary,Migori,Awendo,Ministry of Health,-0.8467,34.4848
11004,Shamata Health Centre,Nyandarua,Ndaragwa,Ministry of Health,-0.1964,36.5056
13564,Gesusu Sub-District Hospital,Kisii,Nyaribari Masaba,Ministry of Health,-0.8582,34.9079
11759,Royal Health Care,Kilifi,Malindi,Private Practice - General Practitioner,-3.968514,39.54447
12099,Itongolani Dispensary,Kitui,Mwingi West,Ministry of Health,-1.325238,38.00357
12213,Katakani Dispensary,Kitui,Mwingi North,Other Faith Based,-0.6279,38.1589
17117,Nalondo Health Centre (Model),Bungoma,Kabuchai,Ministry of Health,0.6553,34.5884
15012,Langata Enkima Dispensary,Kajiado,Loitokitok,Ministry of Health,-2.84124,37.67148
23412,Gold Star Drop in Centre,Kilifi,Malindi,Non-Governmental Organizations,-3.2266,40.1239
20484,Kongoli Dispensary,Bungoma,Kanduyi,Ministry of Health,None,None
13771,Manyuanda Health Centre (Rarieda),Siaya,Rarieda,Ministry of Health,-0.2525,34.2761
16974,Bokimai Dispensary,Kisii,South Mugirango,Ministry of Health,-0.675747,34.771766
12303,St Theresa Kiirua Hospital (Kiirua),Meru,Buuri,Kenya Episcopal Conference-Catholic Secretariat,0.1258,37.5673
17170,Tala Health Centre,Homa Bay,Rachuonyo East,Ministry of Health,-0.4436,34.838
12280,Kibaranyaki Dispensary,Meru,Imenti Central,Ministry of Health,-0.0021,37.5903
13113,Nairobi South Clinic,Nairobi,Starehe,Local Authority,-1.3169,36.8426
16384,Our Lady of Mercy (Magumu),Nyandarua,Kinangop,Christian Health Association of Kenya,-0.199985,36.375003
11634,Mlaleo Medical Clinic,Mombasa,Kisauni,Private Practice - Private Institution Academic,-4.0605,39.6703
14207,Annex Hospital (Nakuru),Nakuru,Nakuru West,Ministry of Health,-0.2794,36.0786
13678,Masaba District Hospital,Nyamira,Masaba North,Ministry of Health,-0.7633,34.9482
12645,Nganduri Dispensary,Embu,Mbeere South,Ministry of Health,-0.69418,37.59664
13624,Isibania Mission Health Centre,Migori,Kuria West,Kenya Episcopal Conference-Catholic Secretariat,-0.931723,34.568456
17683,St Raphael's Clinic,Nairobi,Embakasi East,Kenya Episcopal Conference-Catholic Secretariat,-1.2708,36.949
16069,Namuduru Dispensary,Busia,Samia,Ministry of Health,0.169,34.0997
14606,Kabarak Health Centre,Nakuru,Rongai,Ministry of Health,-0.1688,35.9655
12974,Huruma Lions Dispensary,Nairobi,Mathare,Local Authority,-1.2605,36.8669
10170,Endarasha Rural Health Centre,Nyeri,Kieni West,Ministry of Health,-0.3068,36.7941
16043,Munongo Dispensary,Busia,Matayos,Ministry of Health,0.4608,34.1073
12662,Nguungani Dispensary,Kitui,Mwingi North,Ministry of Health,-1.325238,38.00357
15718,Tenges Health Centre,Baringo,Baringo Central,Ministry of Health,0.3224,35.8002
13813,Mirogi Health Centre,Homa Bay,Ndhiwa,Kenya Episcopal Conference-Catholic Secretariat,-0.6996,34.384
17719,EDARP Komarock Health Centre,Nairobi,Embakasi Central,Kenya Episcopal Conference-Catholic Secretariat,-1.2633,36.9121
14519,GK Prisons Dispensary (Eldoret East),Uasin Gishu,Moiben,Ministry of Health,0.5274,35.2861
17525,Lidha Dispensary,Siaya,Gem,Ministry of Health,0.0002,34.4553
18342,Nyamira Royal Clinic,Nyamira,Nyamira,Private Practice - Nurse / Midwife,-0.560304,34.927533
22508,Kaptama Health Centre,Bungoma,Mt Elgon,Ministry of Health,0.8792,34.777
16246,Mbondoni Health Centre,Kitui,Mwingi West,Ministry of Health,-1.325238,38.00357
12524,Mikinduri Health Centre,Meru,Tigania East,Kenya Episcopal Conference-Catholic Secretariat,-0.293978,37.618555
11094,Thika Level 5 Hospital,Kiambu,Thika Town,Ministry of Health,-1.0415,37.0763
13465,Aga Khan Hospital (Kisumu),Kisumu,Kisumu Central,Private Enterprise (Institution),-0.029384,34.494442
14174,Wire Dispensary,Homa Bay,Rachuonyo South,Christian Health Association of Kenya,-0.4885,34.7555
12516,Meru District Hospital,Meru,Imenti North,Ministry of Health,0.0505,37.6546
11804,Sombo Dispensary,Tana River,Bura,Ministry of Health,-0.5951671,39.55174391
10249,Gichiche Health Center,Nyeri,Nyeri South,Ministry of Health,-0.5802,36.9203
22490,Mwomo Dispensary,Bungoma,Bumula,Ministry of Health,None,None
10097,Cianda Dispensary,Kiambu,Kiambaa,Ministry of Health,-1.1307,36.7646
14314,Chemase Dispensary,Kericho,Belgut,Private Enterprise (Institution),-0.36343,35.283312
11625,Mizijini Dispensary,Kilifi,Magarini,Ministry of Health,-3.968514,39.54447
13495,Bar Achuth Dispensary,Siaya,Ugenya,Ministry of Health,0.2897,34.172
15764,Valley Hospital,Nakuru,Nakuru East,Private Practice - Medical Specialist,-0.283028,36.075022
14156,Ukwala Sub County Hospital,Siaya,Ugenya,Ministry of Health,0.1931,34.1881
13525,Chaina Dispensary,Nyamira,Nyamira North,Ministry of Health,-0.56507,35.02557
20000,Lolupe Dispensary (Turkana Central),Turkana,Turkana Central,Ministry of Health,3.1059,35.6147
17684,HOPE Worldwide kenya Mkuru Clinic,Nairobi,Kibra,Non Governmental organisation,-1.3142,36.8713
22860,Aimo Dispensary,Homa Bay,Rachuonyo South,Ministry of Health,None,None
14424,Dundori Health Centre,Nakuru,Nakuru North,Ministry of Health,-0.25061,36.23326
12887,Brother Andre Medial Centre,Nairobi,Embakasi North,Kenya Episcopal Conference-Catholic Secretariat,-1.2456,36.9017
16676,GOK Rumuruti Prisons Dispensary,Laikipia,Laikipia West,Ministry of Health,0.267,36.5414
10402,Kagumo Health Centre,Kirinyaga,Kirinyaga West,Ministry of Health,-0.4742,37.2372
11497,Kizingo Health Centre,Kilifi,Kilifi South,Ministry of Health,-3.968514,39.54447
15329,Neema Tunza Medical Clinic,Trans Nzoia,Kwanza,Private Enterprise (Institution),1.03813,35.00365
10756,Mukindu Dispensary,Nyandarua,Olkalou,Ministry of Health,-0.199985,36.375003
14899,Kipketer Dispensary,Kericho,Belgut,Private Enterprise (Institution),-0.36343,35.283312
15185,Mile 46 Health Centre,Kajiado,Kajiado West,Ministry of Health,-1.558724,36.478973
13639,Kabuto Dispensary,Migori,Nyatike,Ministry of Health,-0.9241,34.1703
12096,Ithaeni Dispensary,Machakos,Kathiani,Ministry of Health,-1.4658,37.3518
21187,Matisi Dispensary,Bungoma,Webuye West,Ministry of Health,None,None
10056,Bennedict XVI Dispensary,Laikipia,Laikipia West,Kenya Episcopal Conference-Catholic Secretariat,-0.0395,36.3346
11928,Amugaa Health Centre,Meru,Tigania West,Ministry of Health,0.152178,37.890726
10880,Njegas Health Centre,Kirinyaga,Kirinyaga North/Mwea West,Ministry of Health,-0.6157,37.3456
20545,Shabab Intergrated Medical Clinic,Nakuru,Nakuru West,Private Practice - General Practitioner,None,None
14634,Kacheliba District Hospital,West Pokot,Pokot North,Ministry of Health,1.4901,35.0107
10251,Gichira Health Center,Nyeri,Tetu,Ministry of Health,-0.4845,37.0087
18776,St Lukes Orthopaedic and Trauma Hospital,Uasin Gishu,Ainabkoi,Private Practice - Medical Specialist,0.5103,35.2843
11538,Magongo (MCM) Dispensary,Mombasa,Changamwe,Local Authority,-4.0246,39.6249
18532,Bidii Health Centre,Trans Nzoia,Kwanza,Ministry of Health,1.0502,35.0169
11541,Majengo Dispensary (Mombasa),Mombasa,Mvita,Ministry of Health,-4.048,39.6606
10357,Ithanga Health Centre,Murang'a,Gatanga,Ministry of Health,-1.0263,37.2035
14074,Seka Health Centre,Homa Bay,Suba South,Ministry of Health,-0.7385,34.1354
13497,Bar Aluru Dispensary (Rarieda),Siaya,Rarieda,Ministry of Health,-0.12,34.3383
16055,Emutsesa Health Centre,Kakamega,Khwisero,Ministry of Health,0.281349,34.751401
16282,Kasongo Dispensary,Kisumu,Muhoroni,Ministry of Health,-0.1605,35.1999
13519,Bware Health Center,Migori,Uriri,Ministry of Health,-1.001,34.527
15805,Banja Health Centre,Vihiga,Hamisi,Ministry of Health,0.0444,34.8298
12830,GK Uruku,Meru,Imenti South,Ministry of Health,-0.0374,37.5643
23131,Sister's of St. Joseph Catholic Dispensary,Kwale,Lunga Lunga,Kenya Episcopal Conference - Catholic Secretariat,-4.5467,39.1113
10636,Kirogo Health Centre,Murang'a,Kahuro,Ministry of Health,-0.7118,37.0295
11293,Cowdray Dispensary,Kilifi,Kilifi North,Ministry of Health,-3.968514,39.54447
11452,Kakoneni Dispensary,Kilifi,Malindi,Ministry of Health,-3.1644,39.866
11962,Kambu Catholic Dispensary,Makueni,Kibwezi East,Kenya Episcopal Conference-Catholic Secretariat,-2.5966,38.076
21282,Nyamadede Community Dispensary,Homa Bay,Suba South,Ministry of Health,None,None
14213,Arimi Dispensary,Nakuru,Molo,Ministry of Health,-0.283028,36.075022
11561,Manyani Dispensary,Taita Taveta,Voi,Ministry of Health,-3.095,38.4897
14045,Riana Health Centre,Kisii,Bonchari,Ministry of Health,-0.6574,34.6642
15522,Salawa Health Centre,Baringo,Baringo Central,Ministry of Health,0.581543,35.802044
13728,Kwamo Dispensary,Homa Bay,Ndhiwa,Community,-0.713,34.3088
20169,Kangir Dispensary,Homa Bay,Rachuonyo North,Ministry of Health,-0.3502,34.6147
13666,Kemera Dispensary (Manga),Nyamira,Manga,Christian Health Association of Kenya,-0.560304,34.927533
