MFL_Code,Facility_Name,County,SubCounty,Owner,Latitude,Longitude
13130,National Youth Service Hq Dispensary (Ruaraka),Nairobi,Ruaraka,Local Authority,-1.2513,36.8693
22340,Kibormos Dispensary,Trans Nzoia,Kiminini,Ministry of Health,None,None
10890,Nyahururu District Hospital,Laikipia,Laikipia West,Ministry of Health,0.0378,36.3619
18745,Comboni Missionary Sisters Health Programm,Nairobi,Embakasi North,Kenya Episcopal Conference-Catholic Secretariat,-1.2523,36.8883
22771,St. Joseph Catholic dipensary Maungu,Taita Taveta,Voi,Kenya Episcopal Conference-Catholic Secretariat,-3.5684,38.7449
12538,Miumbuni Dispensary,Machakos,Kathiani,Ministry of Health,-1.468774,37.732655
21122,East Laikipia Dispensary,Laikipia,Laikipia North,Ministry of Health,None,None
13862,Nyabokarange Dispensary,Migori,Kuria West,Ministry of Health,-1.17217,34.53995
15943,Kibisi Dispensary,Bungoma,Tongaren,Ministry of Health,0.6955,34.8563
15641,St Freda's Cottage Hospital,Trans Nzoia,Kiminini,Private Enterprise (Institution),1.015835,35.003314
13871,Nyagesenda Dispensary,Kisii,Kitutu Chache North,Christian Health Association of Kenya,-0.58515,34.81869
18781,Gatimu Health Centre,Nyandarua,Oljororok,Ministry of Health,-0.199985,36.375003
14920,Kipsonoi Health Centre,Bomet,Sotik,Ministry of Health,-0.6985,35.1798
11528,Maamba Medical Clinic,Kilifi,Kilifi South,Private Enterprise (Institution),-3.968514,39.54447
20553,Dr. Babu Bora Clinic,Nakuru,Nakuru East,Private Practice - Medical Specialist,None,None
17554,K-MET Corkran Medical Clinic,Kisumu,Kisumu Central,Non-Governmental Organizations,-0.083,34.7672
11507,Kwale District Hospital,Kwale,Matuga,Ministry of Health,-4.1753,39.4852
11304,Diani Health Centre,Kwale,Msambweni,Ministry of Health,-4.2743,39.5677
13931,Nyanko Dispensary,Kisii,Nyaribari Chache,Ministry of Health,-0.71996,34.80737
15926,Kaptanai Dispensary,Bungoma,Sirisia,Ministry of Health,0.578148,34.559255
19471,Iom Wellness Clinic,Nairobi,Kamukunji,Non-Governmental Organizations,-1.2768,36.8529
16433,Kakuyuni Health Centre,Machakos,Kangundo,Ministry of Health,-1.3641,37.346
13935,Nyansangio Dispensary,Nyamira,Nyamira,Ministry of Health,-0.4988,34.8806
16792,Wagai Health Centre,Siaya,Gem,Ministry of Health,0.051,34.4168
11832,Stella Maris Medical Clinic,Mombasa,Likoni,Kenya Episcopal Conference-Catholic Secretariat,-4.06051,39.670281
11276,Chakama Dispensary,Kilifi,Magarini,Ministry of Health,-3.968514,39.54447
22803,Sinambio Disp,Lamu,Lamu West,Ministry of Health,-2.3788594,40.6408873
12459,Malalani Health Centre,Kitui,Kitui East,Ministry of Health,-1.325238,38.00357
15061,Lokiriama Dispensary,Turkana,Loima,Ministry of Health,0.865298,36.452774
15372,Nyamamithi Dispensary,Nakuru,Rongai,Ministry of Health,-0.1276,35.9418
15859,Chombeli Health Centre,Kakamega,Malava,Ministry of Health,0.4562,34.7515
14527,GK Prisons Dispensary (Turkana Central),Turkana,Turkana Central,Ministry of Health,3.1074,35.6049
14104,St Clare Bolo Health Centre,Kisumu,Nyakach,Kenya Episcopal Conference-Catholic Secretariat,-0.348,34.8741
15190,Miti-Mingi Dispensary,Nakuru,Gilgil,Ministry of Health,-0.52844,36.07573
15144,Marti Dispensary,Samburu,Samburu North,Ministry of Health,0.865298,36.452774
20159,Chebukwabi Dispensary,Bungoma,Kimilili,Ministry of Health,0.7826867,34.7176292
11260,Borabu Medical Clinic,Mombasa,Kisauni,Private Enterprise (Institution),-4.06051,39.670281
14339,Chepkemel Health Centre (Mosop),Nandi,Mosop,Ministry of Health,0.5283,35.0325
21117,Embu Dice,Embu,Manyatta,Ministry of Health,-0.5222,37.453
20396,Dr.P.W.Kamau&Associates(Upper Hill Medical Centre),Nairobi,Dagoretti North,Private Practice - General Practitioner,-1.2947446,36.80403012
12628,Mwitika Health Centre,Kitui,Kitui East,Ministry of Health,-1.325238,38.00357
11384,Garashi Dispensary,Kilifi,Magarini,Ministry of Health,-3.1309,39.8913
16389,Matulo Dispensary,Bungoma,Webuye West,Other Public Institution,0.60569,34.72766
18892,Ongamo Dispensary,Homa Bay,Rachuonyo South,Ministry of Health,-0.495,34.6625
14833,Kericho Municipal Health Centre,Kericho,Ainamoi,Local Authority,-0.36343,35.283312
17529,Matibabu Ukwala Clinic,Siaya,Ugenya,Private Practice - General Practitioner,0.2066,34.1787
21060,Neela Dispensary,Busia,Butula,Ministry of Health,None,None
12249,Katutu Health Center,Kitui,Kitui West,Ministry of Health,-0.18505,37.82066
12690,Nzawa Health Centre,Kitui,Mwingi West,Ministry of Health,-1.1217,37.9289
19294,Kaproret Dispensary,Bomet,Konoin,Private Enterprise (Institution),-0.36343,35.283312
12255,Kauwi Sub-District Hospital,Kitui,Kitui West,Ministry of Health,-1.2461,37.9147
16040,Mundoli Health Centre,Kakamega,Khwisero,Other Faith Based,0.281349,34.751401
13858,Ntimaru Sub County Hospital,Migori,Kuria East,Ministry of Health,-1.3342,34.6868
12612,Muumandu Dispensary,Machakos,Kalama,Ministry of Health,-1.66,37.285
14958,Kobos Health Centre,Trans Nzoia,Kwanza,Ministry of Health,0.6376,34.4916
13852,Ng'iya Health Centre,Siaya,Alego Usonga,Kenya Episcopal Conference-Catholic Secretariat,-0.045,34.3727
13339,Bura District Hospital,Garissa,Fafi,Ministry of Health,-0.448915,39.661493
13562,Gesure Health Centre (Manga),Nyamira,Manga,Ministry of Health,-0.560304,34.927533
20335,Mwanguda Dispensary,Kwale,Lunga Lunga,Ministry of Health,-4.5382696,39.19347521
15986,Maeni Dispensary,Bungoma,Kimilili,Ministry of Health,0.7823,34.7518
16789,Rambula Dispensary,Siaya,Ugunja,Ministry of Health,0.2067,34.3044
21604,Masaita dispensary,Nakuru,Kuresoi North,Ministry of Health,None,None
23140,Thome Disp.,Laikipia,Laikipia West,Ministry of Health,None,None
15385,Okilgei Dispensary,Nakuru,Rongai,Ministry of Health,-0.283028,36.075022
11881,Vipingo Rural Demonstration Health Centre,Kilifi,Kilifi South,Ministry of Health,-3.8193,39.8096
14144,Taranganya Dispensary,Migori,Kuria West,Ministry of Health,-1.23817,34.60087
18422,Oriang Kanyadwera Dispensary,Kisumu,Seme,Ministry of Health,-0.07289,34.45264
13892,Nyamagundo Health Centre,Kisii,Bonchari,Ministry of Health,-0.6393,34.7024
17652,Masingu Health Services,Machakos,Machakos,Private Practice - Clinical Officer,-1.51876,37.26807
15181,Meteitei Sub-District Hospital,Nandi,Tinderet,Ministry of Health,0.0057,35.3078
15310,Nariokotome Dispensary,Turkana,Turkana North,Ministry of Health,4.1442,35.9106
11986,Dirib Gombo Dispensary,Marsabit,Saku,Kenya Episcopal Conference-Catholic Secretariat,2.344972,37.999111
13686,Kiasa Dispensary,Homa Bay,Ndhiwa,Ministry of Health,-0.753,34.302
15204,Moi Teaching Refferal Hospital,Uasin Gishu,Ainabkoi,Ministry of Health,0.5146,35.2866
16141,St Mary's Hospital (Mumias),Kakamega,Mumias West,Kenya Episcopal Conference-Catholic Secretariat,0.3273,34.4989
16335,Kaparon Health Centre,Elgeyo Marakwet,Marakwet East,Ministry of Health,1.2875,35.6575
14781,Kapteren Health Centre,Elgeyo Marakwet,Keiyo North,Ministry of Health,0.5624,35.4786
17643,Kititu Dispensary,Machakos,Kalama,Ministry of Health,-1.468774,37.732655
10304,GSU Dispensary (Ruiru),Kiambu,Juja,Ministry of Health,-1.12859,36.9732
16203,Kiwalwa Dispensary,Taita Taveta,Taveta,Ministry of Health,-3.013948,38.211341
20141,Kenyenya Health Centre (Nyamira),Nyamira,Nyamira,Ministry of Health,-0.55751,34.91408
12410,Kyatune Health Centre,Kitui,Kitui South,Ministry of Health,-1.4627,38.06948
13780,Masala Dispensary,Siaya,Rarieda,Ministry of Health,-0.2081,34.2927
15601,Soba River Health Centre,Nandi,Tinderet,Ministry of Health,-0.0738,35.264
20483,Ranje Dispensary,Bungoma,Kanduyi,Ministry of Health,None,None
16655,Kiomo Dispensary,Kitui,Mwingi West,Ministry of Health,-1.325238,38.00357
17531,Kabura  Uhuyi Dispensary,Siaya,Alego Usonga,Ministry of Health,0.1364,34.1326
11602,Mgange Dawida Dispensary,Taita Taveta,Wundanyi,Ministry of Health,-3.013948,38.211341
11826,St Theresa Dispensary,Kilifi,Kilifi South,Christian Health Association of Kenya,-3.968514,39.54447
13566,Getare Health Centre(Manga),Nyamira,Manga,Ministry of Health,-0.6679,34.8046
18856,Laisamis Sub county Referral Hospital(Marsabit South),Marsabit,Laisamis,Ministry of Health,1.83473,37.45396
13695,Kineni Dispensary,Nyamira,Borabu,Ministry of Health,-0.809,35.0495
13091,Mid Hill Medical Clinic,Nairobi,Dagoretti South,Private Enterprise (Institution),-1.29159,36.74813
14069,Saro Dispensary,Migori,Suna East,Ministry of Health,-1.0587,34.4102
13016,Kayole II Sub-District Hospital,Nairobi,Embakasi Central,Local Authority,-1.2665,36.9167
16157,Vihiga County Referral Hospital,Vihiga,Vihiga,Ministry of Health,0.0798,34.7221
12879,Bahati Health Centre,Nairobi,Makadara,Local Authority,-1.2889,36.863
17133,Eshirembe Dispensary,Kakamega,Lurambi,Ministry of Health,0.281349,34.751401
16479,Wakhungu Dispensary,Busia,Samia,Ministry of Health,0.4608,34.1073
13482,Anyuongi Dispensary,Siaya,Bondo,Ministry of Health,-0.1762,34.2761
13565,Getambwega Dispensary,Migori,Kuria East,Ministry of Health,-1.27715,34.58601
18430,Magina Health Center,Kisumu,Nyando,Ministry of Health,-0.029384,34.494442
13761,Malela Dispensary,Homa Bay,Ndhiwa,Ministry of Health,-0.5849,34.3919
18415,The Hope Medical Centre-Awasi,Kisumu,Nyando,Christian Health Association of Kenya,-0.1645,35.0717
13230,St Vincent Catholic Clinic,Nairobi,Kamukunji,Other Faith Based,-1.267,36.8488
12146,Kalandini Health Centre,Machakos,Matungulu,Ministry of Health,-1.2221,37.2958
24622,HWWK Maua Dice,Meru,Igembe South,Non - Governmental Organizations,0.2344,37.9432
17411,Mama Lucy Kibaki Hospital - Embakasi,Nairobi,Embakasi West,Ministry of Health,-1.2742,36.8984
13732,Lambwe Forest Dispensary,Homa Bay,Ndhiwa,Ministry of Health,-0.6776,34.307
10758,Mukungi Dispensary,Nyandarua,Kinangop,Other Public Institution,-0.199985,36.375003
17792,Miloreni Dispensary,Nakuru,Subukia,Ministry of Health,-0.283028,36.075022
17642,kapkibimbir dispensary,Nandi,Chesumei,Ministry of Health,0.2356341,35.1650289
15957,St Charles Lwanga Health Centre,Kakamega,Lugari,Kenya Episcopal Conference-Catholic Secretariat,0.281349,34.751401
11673,Mtwapa Nursing Home,Kilifi,Kilifi South,Ministry of Health,-3.947,39.7417
18824,Mbaruk Dispensary,Nakuru,Gilgil,Ministry of Health,-0.3484,36.2243
18852,Lumboka Medical Services,Bungoma,Kanduyi,Company Medical Service,0.578148,34.559255
10450,Kamoko Health Centre,Nyeri,Nyeri South,Ministry of Health,-0.426167,36.934726
15899,Iguhu Sub County Hospital,Kakamega,Ikolomani,Ministry of Health,0.1632,34.7462
17262,Kawiru Dispensary,Meru,Igembe Central,Ministry of Health,0.20772,37.97635
14988,Konyao Dispensary,West Pokot,Pokot North,Ministry of Health,1.78654,35.05103
18941,Imanga Health Centre,Kakamega,Butere,Ministry of Health,0.281349,34.751401
10722,Mere Dispensary,Nyeri,Kieni East,Ministry of Health,-0.2391,37.1258
19879,Imenti North Dice (Meru),Meru,Imenti North,Non - Governmental Organizations,0.0506,37.6533
18887,Githogoro Runda Baptist Clinic (Getrudes Nairobi),Nairobi,Westlands,Private Enterprise (Institution),-1.216,36.8221
13234,Tabitha Medical Clinic,Nairobi,Kibra,Non-Governmental Organizations,-1.316,36.7801
18174,Mbiri (ACK) Dispensary,Kirinyaga,Kirinyaga East,Christian Health Association of Kenya,-0.566715,37.320265
12525,Mikinduri Sub-District Hospial,Meru,Tigania East,Ministry of Health,0.1239,37.8375
16973,Openda Dispensary,Kisii,South Mugirango,Ministry of Health,-0.675747,34.771766
16147,Sivilie Health Centre,Kakamega,Navakholo,Ministry of Health,0.281349,34.751401
13249,Waithaka Health Centre,Nairobi,Dagoretti South,Local Authority,-1.2789,36.7152
12677,Nthongoni Health Centre (Kitui Rural),Kitui,Kitui Rural,Ministry of Health,-1.325238,38.00357
18485,Ruaraka Uhai Neema Hospital,Nairobi,Ruaraka,Kenya Episcopal Conference-Catholic Secretariat,-1.2268,36.8852
13726,KDH,Migori,Kuria West,Ministry of Health,-1.1803,34.6284
15900,Ileho Health Centre,Kakamega,Shinyalu,Ministry of Health,0.2903,34.9457
18802,Kamashia,Kakamega,Mumias East,Ministry of Health,0.281349,34.751401
15006,Lalwet Dispensary,Nakuru,Nakuru West,Ministry of Health,-0.283028,36.075022
15404,Oljabet Health Centre,Laikipia,Laikipia West,Ministry of Health,0.173,36.3779
16783,Asayi Dispensary,Siaya,Gem,Ministry of Health,0.1176,34.3725
18312,Bura Health Centre,Taita Taveta,Mwatate,Ministry of Health,-3.5001,38.3158
13046,Lea Toto Dagoretti,Nairobi,Dagoretti South,Non-Governmental Organizations,-1.2887,36.7359
10074,Boore Clinic,Kiambu,Thika Town,Private Practice - Nurse / Midwife,-1.168864,36.826319
13692,Kijauri Sub County Hospital,Nyamira,Borabu,Ministry of Health,-0.7632,35.0167
10388,Kabare Health Centre,Kirinyaga,Kirinyaga East,Ministry of Health,-0.5057,37.3204
15312,Naroosura Health Centre,Narok,Narok South,Ministry of Health,-1.5405,35.8645
15826,Bumutiru Dispensary,Busia,Butula,Ministry of Health,0.3759,34.2537
11614,Mikindani Catholic Dispensary,Mombasa,Jomvu,Kenya Episcopal Conference-Catholic Secretariat,-4.0019,39.6297
15431,Olposimoru Dispensary,Narok,Narok North,Ministry of Health,-0.918432,35.299013
14031,Randung Dispensary,Homa Bay,Rangwe,Ministry of Health,-0.6355,34.5626
17942,Githurai Liverpool VCT,Nairobi,Roysambu,Non-Governmental Organizations,-1.2177,36.8786
18858,Maungu Model Health Centre,Taita Taveta,Voi,Ministry of Health,-3.5618,38.7542
14048,Riechieri Health Centre,Nyamira,Nyamira North,Ministry of Health,-0.5113,34.9992
13573,Giatunda Dispensary,Kisii,South Mugirango,Ministry of Health,-0.726023,34.6649
14264,Bondeni Health Centre (Trans Nzoia - Saboti),Trans Nzoia,Saboti,Ministry of Health,0.9892,34.8961
12658,Nguni Health Centre,Kitui,Mwingi Central,Ministry of Health,-0.8031,38.315
13144,South B Police Band Dispensary,Nairobi,Starehe,Other Public Institution,-1.292066,36.821946
15541,Sekenani Health Centre,Narok,Narok West,Ministry of Health,-1.4431,35.393
13990,Opapla Health Centre,Kisumu,Seme,Ministry of Health,-0.0966,34.4191
12604,Our Lady of Lourdes Mutomo Hospital,Kitui,Kitui South,Kenya Episcopal Conference-Catholic Secretariat,-1.888,38.1251
12972,Jumuia Hospital Huruma,Nairobi,Mathare,Christian Health Association of Kenya,-1.2599,36.8749
17911,Kisauni Health Centre,Mombasa,Nyali,Local Authority,-4.0259,39.693
13577,Gisage Dispensary,Nyamira,Nyamira North,Ministry of Health,-0.45545,35.03101
13820,Mokomoni Health Centre,Nyamira,Borabu,Ministry of Health,-0.6162,35.025
12587,Muthale Mission Hospital,Kitui,Kitui West,Kenya Episcopal Conference-Catholic Secretariat,-1.1924,38.0003
15178,Merigi Health Centre,Bomet,Bomet East,Ministry of Health,-0.7733,35.3863
15074,Londiani District Hospital,Kericho,Kipkelion East,Ministry of Health,-0.1663,35.5924
12950,Gertrudes Childrens Hospital,Nairobi,Westlands,Private Enterprise (Institution),-1.2555,36.832
14139,Tabaka Mission Hospital,Kisii,South Mugirango,Kenya Episcopal Conference-Catholic Secretariat,-0.7445,34.6665
10355,Island Farms Dispensary,Nyeri,Kieni East,Ministry of Health,-0.1742,37.0625
28500,Arombe Medical Centre,Homa Bay,Ndhiwa,Ministry of Health,-0.7825396,34.3181157
19860,Nyarut Health Centre,Homa Bay,Rangwe,Ministry of Health,-0.47,34.5
13976,Olasi Dispensary (Nyando),Kisumu,Nyando,Ministry of Health,-0.26736,35.04453
15055,Lokangae Health Centre,Turkana,Turkana West,Ministry of Health,0.865298,36.452774
17172,Kolenyo Health Centre,Kisumu,Seme,Ministry of Health,-0.0945,34.4719
18187,Mahandakini Dispensary,Taita Taveta,Taveta,Ministry of Health,-3.013948,38.211341
12205,PCEA Kasasule Dispensary,Makueni,Kibwezi East,Christian Health Association of Kenya,-2.5381,37.9536
12495,Mavui Dispensary,Kitui,Mwingi West,Ministry of Health,-0.952,37.8738
14953,Kituro Health Centre,Baringo,Baringo Central,Ministry of Health,0.581543,35.802044
14952,Kitoben Dispensary,Bomet,Bomet Central,Ministry of Health,-0.918432,35.299013
11774,Sayyida Fatimah Hospital,Mombasa,Nyali,Other Faith Based,-4.0283,39.687
15287,Nakuru Nursing Home,Nakuru,Nakuru East,Ministry of Health,-0.29,36.0781
17131,Chebilat Dispensary (Nandi South),Nandi,Aldai,Ministry of Health,0.0534,34.957
12164,Kamumu Dispensary,Embu,Mbeere North,Ministry of Health,-0.50449,37.73219
12593,Muthetheni Health Centre,Machakos,Mwala,Ministry of Health,-1.5022,37.5216
15147,Mary Immaculate Dispensary (Eldoret East),Uasin Gishu,Ainabkoi,Kenya Episcopal Conference-Catholic Secretariat,0.4333,35.4605
17342,Midida Dispensary,Migori,Uriri,Community Development Fund,-0.9279,34.3688
18779,Mugai Dispensary,Kakamega,Malava,Ministry of Health,0.281349,34.751401
14973,Kojonga Dispensary,Narok,Narok East,Ministry of Health,-0.918432,35.299013
12262,Kavuta Dispensary,Kitui,Kitui Central,Ministry of Health,-1.48628,37.89766
13316,Dadaab Sub-County Hospital,Garissa,Dadaab,Ministry of Health,-0.448915,39.661493
13193,Special Treatment Clinic,Nairobi,Starehe,Local Authority,-1.2746,36.8314
10217,Gathigiriri Health Centre,Kirinyaga,Kirinyaga South,Ministry of Health,-0.6932,37.405
11940,Badassa Dispensary,Marsabit,Saku,Ministry of Health,2.344972,37.999111
23200,BHESP--Roysambu,Nairobi,Roysambu,Non-Governmental Organizations,-1.2108,36.8915
10872,Ngorongo health centre,Kiambu,Gatundu North,Ministry of Health,-0.9385,36.9065
20002,Maili Saba Dispensary,Trans Nzoia,Kiminini,Ministry of Health,0.923,34.9362
19167,Bismillahi Medical Clinic (Garissa),Garissa,Garissa,Private Practice - Nurse / Midwife,-0.4496,39.6403
14872,Kiminini Cottage Hospital,Trans Nzoia,Kiminini,Other Faith Based,0.8931,34.9241
13461,Abidha Health Centre,Siaya,Rarieda,Ministry of Health,-0.159,34.4106
21236,Angola Community Dispensary,Kisumu,Kisumu East,Ministry of Health,-0.0916962,34.7653819
11829,Star Hospital,Kilifi,Malindi,Private Enterprise (Institution),-3.2188,40.1004
16876,Nyaoga Dispensary,Homa Bay,Rachuonyo North,Non-Governmental Organizations,-0.3496,34.5203
12546,Mpukoni Health Centre,Tharaka-Nithi,Chuka,Ministry of Health,-0.3823,37.663
13968,Ogra Health Centre,Kisumu,Muhoroni,Non-Governmental Organizations,-0.1115,34.9505
33400,STETHOCARE MEDICAL CLINIC,Narok,Narok North,Private Practice,1.0918,35.8498
20684,Amaiga Dispensary (Manga),Nyamira,Manga,Ministry of Health,None,None
23385,Better Living Hospital,Nairobi,Dagoretti North,Seventh Day Adventist,-1.2892151,36.73231381
10213,Gathambi Health Centre,Kirinyaga,Kirinyaga West,Ministry of Health,-0.566715,37.320265
20345,Kijana Heri Medical Clinic,Kilifi,Malindi,Non - Governmental Organizations,-2.5150592,38.65514949
16962,Kambimawe Dispensary,Makueni,Makueni,Ministry of Health,-1.801198,37.708151
10436,Kanjinji Dispensary,Kirinyaga,Kirinyaga South,Ministry of Health,-0.566715,37.320265
16038,Mumias Sugar Clinic,Kakamega,Mumias West,Private Practice - Nurse / Midwife,0.281349,34.751401
12455,Makindu Sub County Hospital,Makueni,Kibwezi West,Ministry of Health,-2.2844,37.8246
21258,Mbita Dispensary,Kwale,Kinango,Ministry of Health,-0.6375482,37.58163771
13300,Banisa Sub County Hospital,Mandera,Banissa,Ministry of Health,3.9339,41.843621
13854,Ngodhe Island Dispensary,Homa Bay,Suba North,Ministry of Health,-0.3525,34.1904
16015,Miendo Dispensary,Bungoma,Webuye West,Ministry of Health,0.578148,34.559255
